left_wrist_z,right_wrist_z,head_pitch_angle,delta_head_pitch_angle,delta_left_wrist_z,delta_right_wrist_z
-0.9553000420331954,-0.9054034888744353,31.726301415847413,146.77369858415258,0.9353000420331954,0.8854034888744353
-0.7511058688163756,-0.7813289493322372,30.438835687246367,148.06116431275365,0.7311058688163756,0.7613289493322372
-1.0381799966096876,-1.041558665037155,29.005143205815838,149.49485679418416,1.0181799966096876,1.021558665037155
-0.8205144017934799,-0.7757548421621322,27.631202829543685,150.8687971704563,0.8005144017934799,0.7557548421621322
-1.0482005715370177,-1.0590251147747038,29.83709609451211,148.6629039054879,1.0282005715370177,1.0390251147747038
-0.8162286728620528,-0.8559173166751861,31.851001346044775,146.64899865395523,0.7962286728620528,0.8359173166751861
-0.9494246095418929,-1.0329691797494887,29.37648314534735,149.12351685465265,0.9294246095418929,1.0129691797494886
-0.8702341079711914,-0.9974949777126312,29.67702134878567,148.82297865121433,0.8502341079711914,0.9774949777126312
-0.8034633368253707,-0.8484885782003402,31.82275974518351,146.6772402548165,0.7834633368253707,0.8284885782003402
-0.786627024412155,-0.8196320176124572,31.71666918313806,146.78333081686193,0.766627024412155,0.7996320176124572
-0.8251312047243118,-0.8518204987049102,30.955676681718604,147.54432331828139,0.8051312047243118,0.8318204987049101
-0.9428099155426025,-0.9501060873270034,30.872496639698785,147.6275033603012,0.9228099155426025,0.9301060873270034
-0.9506931096315383,-0.9844084382057189,30.97281156776509,147.5271884322349,0.9306931096315383,0.9644084382057189
-0.8667879909276962,-0.943341553211212,30.09362040706512,148.40637959293488,0.8467879909276962,0.923341553211212
-0.821516877412796,-0.8897809773683547,30.07075935433508,148.42924064566492,0.801516877412796,0.8697809773683547
-0.9346935302019118,-0.9204095035791396,30.796447510855824,147.7035524891442,0.9146935302019118,0.9004095035791396
-0.793316227197647,-0.8754909873008727,29.61431399525247,148.88568600474753,0.773316227197647,0.8554909873008727
-0.7462410002946853,-0.8701079845428467,28.60740053341146,149.89259946658854,0.7262410002946853,0.8501079845428466
-0.7875723332166671,-0.8915166825056076,28.267360219069314,150.2326397809307,0.7675723332166671,0.8715166825056075
-0.8006558567285537,-0.8973561286926269,28.56255430127869,149.93744569872132,0.7806558567285536,0.8773561286926269
-0.8071099489927291,-0.9248507618904113,29.118328445990723,149.38167155400927,0.7871099489927291,0.9048507618904112
-0.8802280873060225,-0.9485517531633376,29.758283660400945,148.74171633959907,0.8602280873060225,0.9285517531633376
-0.711008283495903,-0.7886129200458526,29.324901142525817,149.17509885747418,0.6910082834959029,0.7686129200458526
-1.06812786757946,-1.093919765949249,31.9287355867588,146.5712644132412,1.04812786757946,1.073919765949249
-0.954159516096115,-1.0241724133491514,31.423636802634714,147.07636319736528,0.934159516096115,1.0041724133491514
-0.8164459615945815,-0.9328829735517501,31.086804388454897,147.4131956115451,0.7964459615945815,0.9128829735517501
-1.0815628230571745,-1.139175319671631,31.463533579224716,147.0364664207753,1.0615628230571745,1.119175319671631
-0.976686668395996,-1.0533822566270827,29.78624423111573,148.71375576888425,0.956686668395996,1.0333822566270827
-0.9975293189287185,-1.0420898914337158,28.720364178298748,149.77963582170125,0.9775293189287185,1.0220898914337158
-1.0115458130836485,-1.0652462899684905,28.115510586592528,150.38448941340747,0.9915458130836485,1.0452462899684904
-1.0331509619951247,-1.1257435858249663,27.48874423638748,151.01125576361252,1.0131509619951247,1.1057435858249662
-0.9993021070957183,-1.0821977585554121,27.776374868843597,150.7236251311564,0.9793021070957183,1.062197758555412
-1.0051211267709732,-1.0892100155353546,27.68416005860487,150.81583994139513,0.9851211267709732,1.0692100155353546
-1.029469871520996,-1.1544653177261353,27.51733344503371,150.9826665549663,1.009469871520996,1.1344653177261352
-1.0512050509452817,-1.118331229686737,28.278284651260222,150.2217153487398,1.0312050509452817,1.098331229686737
-0.8475854247808455,-0.9370433330535888,28.469676302479783,150.0303236975202,0.8275854247808455,0.9170433330535888
-1.1185766220092772,-1.1739431619644165,29.10518914693128,149.39481085306872,1.0985766220092772,1.1539431619644165
-1.123252648115158,-1.1306878298521041,31.433892489207615,147.0661075107924,1.1032526481151579,1.1106878298521041
-0.8501523107290268,-0.9668467104434967,29.170864929814513,149.3291350701855,0.8301523107290267,0.9468467104434967
-0.926674547791481,-1.0106786459684372,27.6732925846008,150.8267074153992,0.9066745477914809,0.9906786459684371
-0.9898848682641982,-1.026731690764427,29.444089417831158,149.05591058216885,0.9698848682641982,1.006731690764427
-1.1205466836690903,-1.134606635570526,29.758604343701624,148.74139565629838,1.1005466836690903,1.114606635570526
-1.0932639241218567,-1.13032508790493,30.0433557599742,148.4566442400258,1.0732639241218567,1.11032508790493
-1.0536212056875227,-1.042009350657463,29.557851215938317,148.9421487840617,1.0336212056875227,1.022009350657463
-1.0540864914655685,-1.061604133248329,30.021976573714483,148.47802342628552,1.0340864914655685,1.041604133248329
-0.9185228615999221,-0.9646599769592284,28.716097392941528,149.78390260705848,0.8985228615999221,0.9446599769592284
-0.9087289661169051,-0.9659724146127701,28.214051850963394,150.2859481490366,0.8887289661169051,0.94597241461277
-0.9266094297170638,-0.9972237437963485,28.899740744065088,149.6002592559349,0.9066094297170638,0.9772237437963485
-1.1292019039392471,-1.1583806276321411,29.931399975626377,148.5686000243736,1.1092019039392471,1.138380627632141
-1.0907940298318863,-1.1212391972541809,28.936924604612706,149.5630753953873,1.0707940298318863,1.1012391972541808
-1.143190637230873,-1.1373781979084014,29.40217303477646,149.09782696522353,1.123190637230873,1.1173781979084014
-1.1283330231904982,-1.1340209156274794,30.153599547946076,148.34640045205393,1.1083330231904982,1.1140209156274794
-1.1637166082859038,-1.1914475858211517,29.56800188032747,148.93199811967253,1.1437166082859038,1.1714475858211517
-1.1364962249994277,-1.1637085199356079,30.28567021414047,148.21432978585952,1.1164962249994277,1.1437085199356078
-1.1930696427822112,-1.1913587510585784,31.881084258867954,146.61891574113204,1.1730696427822112,1.1713587510585783
-1.0371357083320616,-1.0840663731098172,29.834178340627226,148.66582165937277,1.0171357083320616,1.0640663731098172
-1.1278353840112685,-1.146081879734993,30.146068531226675,148.35393146877334,1.1078353840112685,1.126081879734993
-1.0593631118535995,-1.0945176184177399,29.689167476049363,148.81083252395064,1.0393631118535995,1.0745176184177399
-1.0612986266613007,-1.0972999423742291,29.5586956929247,148.9413043070753,1.0412986266613007,1.077299942374229
-1.051138013601303,-1.0964320212602614,30.140109122610276,148.35989087738972,1.031138013601303,1.0764320212602614
-1.0529379457235337,-1.1005276054143904,29.483705372167446,149.01629462783256,1.0329379457235337,1.0805276054143904
-1.127945330739021,-1.1627281844615938,29.55226160891445,148.94773839108555,1.107945330739021,1.1427281844615937
-1.0575852513313293,-1.1525152027606964,28.883686122498833,149.61631387750117,1.0375852513313293,1.1325152027606964
-1.1788974821567535,-1.1936635196208953,29.704874996873603,148.7951250031264,1.1588974821567535,1.1736635196208953
-1.1463603109121323,-1.1727663755416868,29.23394552086699,149.266054479133,1.1263603109121323,1.1527663755416868
-0.9656813710927963,-1.0827531814575195,28.48124925397104,150.01875074602896,0.9456813710927963,1.0627531814575195
-1.0124804288148879,-1.0962899267673492,28.23394119310021,150.2660588068998,0.9924804288148878,1.0762899267673491
-0.9420802503824234,-1.0519199103116987,28.106811233052415,150.3931887669476,0.9220802503824234,1.0319199103116987
-1.0549338489770888,-1.1227375984191894,28.30734263251876,150.19265736748125,1.0349338489770887,1.1027375984191894
-1.0397078722715376,-1.1036620467901228,28.227535553147707,150.2724644468523,1.0197078722715376,1.0836620467901228
-1.1396599352359773,-1.1784411072731018,28.237007354806245,150.26299264519375,1.1196599352359773,1.1584411072731018
-1.1588492035865783,-1.1767269253730772,30.46478235341206,148.03521764658794,1.1388492035865783,1.1567269253730772
-0.7715028375387191,-0.8243284702301025,30.13690040383435,148.36309959616565,0.751502837538719,0.8043284702301025
-1.10387926697731,-1.0814196318387985,31.042116733680295,147.4578832663197,1.08387926697731,1.0614196318387985
-1.0984403997659684,-1.0846376985311508,31.156313796503856,147.34368620349613,1.0784403997659684,1.0646376985311508
-1.0951439172029493,-1.0778712451457977,31.943546338189325,146.55645366181068,1.0751439172029493,1.0578712451457977
-1.0827113687992096,-1.075175493955612,32.19648168670485,146.30351831329514,1.0627113687992096,1.055175493955612
-0.8493004292249678,-0.9100887686014175,30.809510437965873,147.69048956203412,0.8293004292249678,0.8900887686014175
-0.8197313398122786,-0.8498868346214293,29.24216765982586,149.25783234017413,0.7997313398122786,0.8298868346214293
-1.0971013665199278,-1.0831434786319731,31.8002864508661,146.6997135491339,1.0771013665199278,1.0631434786319731
-0.7975783079862594,-0.8411738991737365,30.84058993075259,147.6594100692474,0.7775783079862594,0.8211738991737365
-0.7973727405071258,-0.843845385313034,30.26185007247166,148.23814992752835,0.7773727405071258,0.823845385313034
-1.0359963476657867,-0.9452074944972991,31.793974748896314,146.70602525110368,1.0159963476657867,0.9252074944972991
-0.7283034384250641,-0.8165298610925674,31.41679257957253,147.08320742042747,0.708303438425064,0.7965298610925674
-0.8030510365962982,-0.801866778731346,30.255773984966364,148.24422601503363,0.7830510365962982,0.781866778731346
-0.8209984004497527,-0.8510250985622405,29.683445623671602,148.81655437632838,0.8009984004497527,0.8310250985622405
-0.9572196543216704,-1.0015983760356901,29.614107071523392,148.8858929284766,0.9372196543216704,0.9815983760356901
-0.9806001961231231,-0.9891389578580856,30.24366490642671,148.25633509357328,0.9606001961231231,0.9691389578580856
-1.1114606559276579,-1.1082590401172636,30.716962226191615,147.7830377738084,1.0914606559276578,1.0882590401172636
-0.9334156394004821,-1.0000510334968566,30.280067535167724,148.21993246483228,0.9134156394004821,0.9800510334968566
-1.0228073328733442,-1.0486216455698012,29.660797862307955,148.83920213769204,1.0028073328733442,1.0286216455698012
-1.0452762216329574,-1.0489993304014205,30.407550063420054,148.09244993657995,1.0252762216329574,1.0289993304014204
-1.0912946164608002,-1.108711165189743,30.3751927848551,148.1248072151449,1.0712946164608002,1.088711165189743
-0.8273272603750228,-0.9054555147886275,30.836868229562352,147.66313177043764,0.8073272603750228,0.8854555147886275
-0.881710997223854,-0.8992983609437942,30.92832832799986,147.57167167200015,0.861710997223854,0.8792983609437942
-0.7409567713737487,-0.764530199766159,31.53391717210593,146.96608282789407,0.7209567713737487,0.744530199766159
-0.7707742691040038,-0.8002022236585616,30.758023242232447,147.74197675776756,0.7507742691040038,0.7802022236585616
-0.6494350999593734,-0.7639373511075973,29.526303067849007,148.973696932151,0.6294350999593734,0.7439373511075973
-0.6202960640192031,-0.6377731382846832,30.040738862052994,148.459261137947,0.6002960640192031,0.6177731382846832
-0.6683175593614578,-0.7502001106739044,30.09660770713593,148.40339229286405,0.6483175593614577,0.7302001106739043
-0.8600440204143524,-0.8493264079093933,30.47219162912018,148.02780837087982,0.8400440204143523,0.8293264079093933
-0.7761837989091872,-0.754695451259613,30.370751777131503,148.1292482228685,0.7561837989091872,0.734695451259613
-0.8018089264631271,-0.8539279252290725,31.032269024425037,147.46773097557497,0.781808926463127,0.8339279252290724
-0.7858281284570693,-0.850274732708931,30.30112453705808,148.1988754629419,0.7658281284570693,0.8302747327089309
-1.001613661646843,-1.0187536984682082,30.042608583803283,148.4573914161967,0.9816136616468429,0.9987536984682082
-0.8998338371515273,-0.9396226257085799,29.72927507554938,148.77072492445063,0.8798338371515273,0.9196226257085799
-0.9438690781593322,-0.9800780862569808,30.17007786719624,148.32992213280374,0.9238690781593322,0.9600780862569808
-1.0372426390647886,-1.0676421552896498,29.966290708426342,148.53370929157364,1.0172426390647886,1.0476421552896498
-1.1266703873872757,-1.1021041482686995,31.72483953404726,146.77516046595275,1.1066703873872756,1.0821041482686995
-1.0161297142505645,-1.056111115217209,30.482597698184698,148.0174023018153,0.9961297142505645,1.0361111152172089
-1.003479328751564,-1.0181058079004286,30.352904472816853,148.14709552718315,0.983479328751564,0.9981058079004286
-0.9812908589839935,-1.0312518447637558,30.541888406201753,147.95811159379824,0.9612908589839935,1.0112518447637557
-0.9531210541725158,-1.019502967596054,30.338555025092973,148.16144497490703,0.9331210541725158,0.9995029675960541
-0.8502003610134125,-0.9348457694053649,30.300077319839357,148.19992268016065,0.8302003610134124,0.9148457694053649
-0.8689804822206496,-0.9508034676313399,30.317561458857252,148.18243854114274,0.8489804822206496,0.9308034676313399
-0.8381450861692428,-0.9161481767892837,29.947937748555184,148.55206225144482,0.8181450861692428,0.8961481767892837
-0.8600884377956389,-0.9240331530570983,30.20621163262166,148.29378836737834,0.8400884377956389,0.9040331530570983
-0.8720919609069824,-0.9457469463348388,30.330048462808,148.169951537192,0.8520919609069824,0.9257469463348388
-0.8123559981584548,-0.917528063058853,29.675062824166737,148.82493717583327,0.7923559981584548,0.897528063058853
-0.8071150213479995,-0.9102953642606735,29.204535464063724,149.29546453593628,0.7871150213479995,0.8902953642606735
-0.9184892743825912,-0.9678729712963103,29.979981761925504,148.5200182380745,0.8984892743825912,0.9478729712963103
-0.9235437393188476,-1.0309579223394394,29.58062656732418,148.91937343267583,0.9035437393188476,1.0109579223394394
-0.9210825502872466,-1.0395655035972595,30.284341915700352,148.21565808429966,0.9010825502872466,1.0195655035972595
-0.9289072066545486,-1.0210217267274855,30.168788521480504,148.3312114785195,0.9089072066545486,1.0010217267274855
-0.878201612830162,-0.9834930151700972,30.259603385083636,148.24039661491636,0.8582016128301619,0.9634930151700972
-0.9408281326293945,-1.031455835700035,30.477146525723665,148.02285347427633,0.9208281326293944,1.011455835700035
-0.9378834933042526,-1.0143349230289458,30.72137362317935,147.77862637682065,0.9178834933042526,0.9943349230289458
-1.0033361375331877,-1.0634300440549849,31.06940551831412,147.4305944816859,0.9833361375331877,1.0434300440549849
-0.767432889342308,-0.9050393760204315,30.79707121314014,147.70292878685987,0.747432889342308,0.8850393760204315
-0.8363569438457489,-0.9382591217756271,30.64641176286904,147.85358823713096,0.8163569438457489,0.9182591217756271
-0.9283319741487502,-0.941038703918457,30.43692857865064,148.06307142134935,0.9083319741487502,0.921038703918457
-0.975101900100708,-0.9757539719343185,30.597269160165915,147.90273083983408,0.955101900100708,0.9557539719343184
-1.0083019047975539,-1.0418329149484633,30.902790856754677,147.59720914324532,0.9883019047975539,1.0218329149484633
-0.9159934014081954,-0.959829244017601,30.291130199663048,148.20886980033694,0.8959934014081954,0.9398292440176009
-0.8554468214511871,-0.9161931425333022,30.14883402913018,148.35116597086983,0.8354468214511871,0.8961931425333022
-1.1032574236392974,-1.128824424743652,31.077593212533834,147.42240678746617,1.0832574236392973,1.108824424743652
-0.8113776504993438,-0.9404336541891097,31.545475109934706,146.9545248900653,0.7913776504993438,0.9204336541891097
-0.8024333059787749,-0.926211729645729,30.046262333114335,148.45373766688567,0.7824333059787749,0.9062117296457289
-0.7344425648450851,-0.6760694205760955,29.61847879326843,148.88152120673158,0.7144425648450851,0.6560694205760955
-0.7656561255455017,-0.7812368243932724,30.240067890786513,148.25993210921348,0.7456561255455016,0.7612368243932723
-0.8051729947328566,-0.8031206786632538,30.64689219843465,147.85310780156536,0.7851729947328566,0.7831206786632537
-0.8162475913763045,-0.909680238366127,30.14882508965439,148.3511749103456,0.7962475913763045,0.889680238366127
-0.932818403840065,-1.0040037006139755,31.1442508960247,147.3557491039753,0.912818403840065,0.9840037006139755
-0.929733657836914,-0.9942635446786879,30.449916571807066,148.05008342819292,0.909733657836914,0.9742635446786879
-1.0128980070352553,-1.085650524497032,29.80124224767568,148.69875775232433,0.9928980070352553,1.065650524497032
-0.9813910037279129,-1.0474868774414061,28.552016001867713,149.9479839981323,0.9613910037279129,1.027486877441406
-1.0443557262420653,-1.140300765633583,29.666054020794924,148.83394597920508,1.0243557262420653,1.120300765633583
-0.9935925543308257,-1.0683334350585936,29.095964047776356,149.40403595222364,0.9735925543308257,1.0483334350585936
-1.0106046169996261,-1.0660718500614166,30.052900296818553,148.44709970318144,0.9906046169996261,1.0460718500614166
-0.9539538115262984,-1.0485243797302244,29.90641956926479,148.59358043073522,0.9339538115262984,1.0285243797302244
-1.0123570472002028,-1.0990923345088959,29.704261187362718,148.7957388126373,0.9923570472002028,1.0790923345088959
-0.9956699579954147,-1.076733872294426,30.680386469320805,147.8196135306792,0.9756699579954147,1.056733872294426
-0.8769802719354629,-1.000468474626541,28.752947493045298,149.7470525069547,0.8569802719354629,0.9804684746265411
-0.7935788929462432,-0.9145133703947067,29.416303707299665,149.08369629270032,0.7735788929462432,0.8945133703947067
-0.8511434763669967,-0.9636838227510451,29.205606947690402,149.2943930523096,0.8311434763669967,0.9436838227510451
-0.9414510041475296,-1.0444248884916305,29.457612176110008,149.04238782388998,0.9214510041475296,1.0244248884916305
-1.0098007172346115,-1.104531544446945,28.958419822826475,149.54158017717353,0.9898007172346115,1.084531544446945
-1.0389859527349472,-1.1326890110969543,28.643024310639564,149.85697568936044,1.0189859527349472,1.1126890110969543
-1.0124159961938857,-1.1028059154748915,28.943393539593977,149.55660646040602,0.9924159961938857,1.0828059154748915
-1.0786230504512786,-1.1479389786720275,28.397282116783696,150.10271788321631,1.0586230504512786,1.1279389786720275
-1.047492429614067,-1.1291215687990188,28.212976112889923,150.28702388711008,1.027492429614067,1.1091215687990188
-1.1039369136095045,-1.1499914318323137,28.679310506135952,149.82068949386405,1.0839369136095045,1.1299914318323137
-1.0871792912483214,-1.1716977536678312,28.584598278771065,149.91540172122893,1.0671792912483213,1.1516977536678312
-1.1331743121147155,-1.1970421195030212,28.64259666984812,149.85740333015187,1.1131743121147155,1.1770421195030212
-1.1174002468585966,-1.1882551550865172,28.318040918175416,150.18195908182457,1.0974002468585966,1.1682551550865172
-1.0934999257326126,-1.1701020181179045,28.125376571622994,150.374623428377,1.0734999257326125,1.1501020181179045
